customer_key,customer_id,first_purchase_date,last_purchase_date,total_revenue_usd,total_orders,region_key,segment_key,cohort_quarter,is_subscriber,rfm_score,clv_estimated_usd
22280,CUST-022280,2023-06-26,2025-12-24,363.79,2,4,4,FY2023-Q3,True,8,849.63
22281,CUST-022281,2024-04-18,2025-02-07,1954.14,5,9,3,FY2024-Q3,True,10,6328.71
22282,CUST-022282,2025-01-16,2025-08-16,1845.64,4,20,27,FY2025-Q2,True,9,7055.61
22283,CUST-022283,2020-04-29,2024-06-15,2912.51,6,16,3,FY2020-Q3,True,9,9036.38
22284,CUST-022284,2025-05-25,2025-10-19,277.57,1,10,14,FY2025-Q3,False,7,932.38
22285,CUST-022285,2023-10-30,2025-08-27,338.46,1,7,37,FY2024-Q1,True,7,1274.64
22286,CUST-022286,2025-11-12,2025-12-26,896.52,1,16,1,FY2026-Q1,True,14,1464.87
22287,CUST-022287,2025-08-08,2025-11-24,554.61,5,5,1,FY2025-Q4,False,12,1068.79
22288,CUST-022288,2024-05-26,2025-07-20,2576.46,4,7,1,FY2024-Q3,True,14,3618.75
22289,CUST-022289,2023-06-30,2025-03-04,748.40,1,27,5,FY2023-Q3,True,8,2028.39
22290,CUST-022290,2021-11-26,2024-06-10,3189.37,12,29,36,FY2022-Q1,True,7,14198.53
22291,CUST-022291,2023-01-12,2024-11-05,1376.10,2,15,17,FY2023-Q2,True,7,2039.96
22292,CUST-022292,2023-07-06,2025-09-28,244.43,1,5,2,FY2023-Q4,True,12,634.23
22293,CUST-022293,2023-02-17,2025-07-30,8833.43,6,20,2,FY2023-Q2,False,12,14785.34
22294,CUST-022294,2025-06-12,2025-12-11,99.00,1,15,1,FY2025-Q3,True,12,325.90
22295,CUST-022295,2025-10-11,2025-12-09,4280.62,6,26,2,FY2026-Q1,False,12,6011.83
22296,CUST-022296,2025-03-26,2025-07-06,867.06,4,13,1,FY2025-Q2,True,14,1160.90
22297,CUST-022297,2022-11-07,2023-03-30,916.23,4,21,1,FY2023-Q1,True,14,1362.04
22298,CUST-022298,2023-06-22,2023-12-20,979.62,4,1,56,FY2023-Q3,False,7,2640.74
22299,CUST-022299,2025-09-06,2025-11-22,9891.73,15,2,2,FY2025-Q4,True,11,37756.25
22300,CUST-022300,2024-02-16,2025-01-22,2255.33,3,3,1,FY2024-Q2,True,13,10113.09
22301,CUST-022301,2024-05-13,2025-10-31,674.15,2,13,2,FY2024-Q3,True,10,3021.25
22302,CUST-022302,2020-05-15,2023-03-30,994.89,2,5,15,FY2020-Q3,True,8,4218.61
22303,CUST-022303,2021-02-17,2024-10-16,4299.57,13,12,1,FY2021-Q2,True,13,16824.98
22304,CUST-022304,2022-05-11,2023-09-05,623.28,2,14,2,FY2022-Q3,True,10,1729.30
22305,CUST-022305,2024-10-04,2025-01-18,4035.97,8,3,30,FY2025-Q1,False,8,7304.88
22306,CUST-022306,2022-12-15,2024-05-29,2201.96,2,6,6,FY2023-Q1,False,8,7907.81
22307,CUST-022307,2023-07-11,2024-10-01,763.27,3,14,1,FY2023-Q4,True,12,1051.18
22308,CUST-022308,2024-06-12,2025-10-05,2615.36,17,4,1,FY2024-Q3,True,13,4294.44
22309,CUST-022309,2023-06-01,2023-12-06,3888.62,2,5,15,FY2023-Q3,False,7,16658.08
22310,CUST-022310,2023-08-01,2025-06-20,396.60,1,25,11,FY2023-Q4,True,9,1216.06
22311,CUST-022311,2023-08-13,2025-12-22,846.13,2,28,3,FY2023-Q4,True,8,3485.86
22312,CUST-022312,2022-07-10,2023-01-12,1276.57,2,18,2,FY2022-Q4,True,11,4459.03
22313,CUST-022313,2021-12-01,2025-05-26,1298.74,2,4,3,FY2022-Q1,False,10,5583.37
22314,CUST-022314,2025-05-04,2025-05-24,1594.79,3,1,8,FY2025-Q3,False,4,3381.01
22315,CUST-022315,2024-08-21,2025-06-07,758.21,1,21,3,FY2024-Q4,True,10,2196.36
22316,CUST-022316,2024-08-09,2025-01-22,401.50,2,6,2,FY2024-Q4,True,10,556.90
22317,CUST-022317,2024-10-06,2025-05-12,671.72,3,5,3,FY2025-Q1,False,10,807.66
22318,CUST-022318,2024-10-24,2025-02-04,519.91,3,3,19,FY2025-Q1,True,7,1003.00
22319,CUST-022319,2021-09-12,2025-10-06,327.52,1,26,2,FY2021-Q4,False,12,557.21
22320,CUST-022320,2025-08-15,2025-10-15,322.22,1,21,27,FY2025-Q4,True,7,1420.65
22321,CUST-022321,2021-05-10,2023-01-31,19332.88,21,12,33,FY2021-Q3,True,8,49434.59
22322,CUST-022322,2024-12-14,2025-08-21,386.05,2,7,31,FY2025-Q1,True,7,1191.96
22323,CUST-022323,2024-07-10,2025-08-31,589.87,2,13,1,FY2024-Q4,True,12,2095.67
22324,CUST-022324,2021-03-12,2022-08-17,1415.68,5,2,31,FY2021-Q2,False,9,3830.08
22325,CUST-022325,2020-05-07,2025-10-12,4182.79,5,14,1,FY2020-Q3,True,13,15637.16
22326,CUST-022326,2021-02-11,2022-10-29,1144.96,8,32,1,FY2021-Q2,True,13,2387.95
22327,CUST-022327,2024-04-15,2025-06-03,819.79,2,18,39,FY2024-Q3,True,7,2573.93
22328,CUST-022328,2020-07-09,2025-02-04,2197.80,2,2,14,FY2020-Q4,False,9,8357.04
22329,CUST-022329,2021-06-04,2024-12-02,380.99,1,5,2,FY2021-Q3,True,10,956.82
22330,CUST-022330,2023-09-09,2025-10-19,5676.96,13,3,1,FY2023-Q4,True,12,23057.35
22331,CUST-022331,2025-11-30,2025-12-22,1467.18,2,5,53,FY2026-Q1,True,8,2548.18
22332,CUST-022332,2025-09-20,2025-12-20,13334.15,7,6,56,FY2025-Q4,False,7,43158.36
22333,CUST-022333,2021-07-20,2023-12-09,426.92,1,11,30,FY2021-Q4,False,7,1134.05
22334,CUST-022334,2025-08-19,2025-08-30,5371.07,6,11,3,FY2025-Q4,True,8,11282.38
22335,CUST-022335,2025-01-01,2025-03-22,1363.26,2,11,3,FY2025-Q2,True,8,5442.66
22336,CUST-022336,2020-11-10,2023-08-22,2172.04,6,14,1,FY2021-Q1,True,13,7875.92
22337,CUST-022337,2023-12-23,2025-12-03,2977.32,3,5,12,FY2024-Q1,True,7,8391.30
22338,CUST-022338,2022-03-26,2025-06-15,3705.96,3,10,40,FY2022-Q2,False,9,12104.98
22339,CUST-022339,2021-03-03,2022-08-13,223.53,1,25,1,FY2021-Q2,False,13,998.15
22340,CUST-022340,2024-02-15,2024-06-08,6021.10,4,4,1,FY2024-Q2,True,12,11282.01
22341,CUST-022341,2023-01-25,2024-04-30,12711.71,18,32,2,FY2023-Q2,False,10,39615.02
22342,CUST-022342,2025-03-31,2025-08-11,1388.16,1,4,34,FY2025-Q2,False,9,3471.78
22343,CUST-022343,2025-12-14,2025-12-20,624.71,1,4,1,FY2026-Q1,True,12,2143.28
22344,CUST-022344,2025-02-10,2025-10-15,1026.29,5,6,1,FY2025-Q2,True,14,2440.33
22345,CUST-022345,2022-01-08,2023-09-15,462.08,2,17,1,FY2022-Q2,True,14,1164.77
22346,CUST-022346,2025-03-28,2025-09-11,510.32,1,7,2,FY2025-Q2,True,10,2125.47
22347,CUST-022347,2024-12-02,2025-09-18,908.14,5,9,28,FY2025-Q1,False,8,1472.66
22348,CUST-022348,2020-01-07,2023-08-02,4318.92,9,10,32,FY2020-Q2,False,8,18431.66
22349,CUST-022349,2023-11-27,2024-04-03,99.00,1,4,37,FY2024-Q1,True,8,167.57
22350,CUST-022350,2025-03-17,2025-08-03,671.15,2,22,2,FY2025-Q2,True,12,1605.31
22351,CUST-022351,2025-08-13,2025-12-24,339.17,1,15,2,FY2025-Q4,False,11,931.29
22352,CUST-022352,2023-12-07,2025-11-02,1364.11,2,20,4,FY2024-Q1,False,8,5097.47
22353,CUST-022353,2025-09-28,2025-12-16,748.68,2,10,2,FY2025-Q4,True,10,910.81
22354,CUST-022354,2023-02-17,2023-08-16,548.91,1,7,1,FY2023-Q2,True,14,1970.27
22355,CUST-022355,2023-09-18,2024-03-14,2508.86,11,6,21,FY2023-Q4,True,8,3390.87
22356,CUST-022356,2022-04-29,2025-05-24,5845.77,3,5,3,FY2022-Q3,True,9,23125.30
22357,CUST-022357,2024-04-27,2025-01-06,5627.52,6,18,4,FY2024-Q3,True,8,12440.95
22358,CUST-022358,2024-04-17,2025-10-09,776.52,6,7,3,FY2024-Q3,True,10,2151.49
22359,CUST-022359,2023-07-05,2025-03-07,337.93,1,2,17,FY2023-Q4,False,8,1012.98
22360,CUST-022360,2025-06-14,2025-12-05,824.96,2,19,4,FY2025-Q3,False,8,3438.90
22361,CUST-022361,2025-05-19,2025-11-21,800.36,2,22,1,FY2025-Q3,True,14,1674.70
22362,CUST-022362,2021-06-30,2025-06-02,272.23,1,17,1,FY2021-Q3,True,12,767.16
22363,CUST-022363,2022-09-30,2024-01-05,5384.96,9,6,1,FY2022-Q4,False,12,7135.94
22364,CUST-022364,2023-07-19,2024-04-21,253.29,2,22,45,FY2023-Q4,False,8,486.35
22365,CUST-022365,2022-04-03,2025-04-18,123.18,1,15,4,FY2022-Q3,True,7,206.64
22366,CUST-022366,2025-09-21,2025-12-21,931.55,2,7,27,FY2025-Q4,False,9,2723.84
22367,CUST-022367,2021-05-21,2024-01-22,2304.89,3,16,4,FY2021-Q3,False,7,10370.09
22368,CUST-022368,2025-10-22,2025-11-22,1492.50,6,10,1,FY2026-Q1,True,14,4119.11
22369,CUST-022369,2025-04-20,2025-09-12,2758.90,4,22,1,FY2025-Q3,True,12,11412.93
22370,CUST-022370,2024-01-13,2025-12-22,171.46,1,18,3,FY2024-Q2,False,9,500.90
22371,CUST-022371,2025-09-21,2025-10-18,408.78,1,20,2,FY2025-Q4,False,10,1655.96
22372,CUST-022372,2022-03-03,2025-07-21,2270.70,5,22,3,FY2022-Q2,False,10,4180.97
22373,CUST-022373,2025-01-28,2025-11-01,2179.82,2,8,24,FY2025-Q2,True,7,5481.79
22374,CUST-022374,2024-02-04,2025-12-13,244.30,1,17,2,FY2024-Q2,False,11,577.86
22375,CUST-022375,2025-11-19,2025-12-01,7504.54,5,20,16,FY2026-Q1,False,7,22584.00
22376,CUST-022376,2025-11-27,2025-12-05,623.98,2,13,8,FY2026-Q1,False,3,1633.86
22377,CUST-022377,2024-01-24,2024-07-27,864.84,1,7,47,FY2024-Q2,True,8,2748.64
22378,CUST-022378,2023-08-09,2025-11-03,917.78,3,16,3,FY2023-Q4,True,8,2539.66
22379,CUST-022379,2021-07-15,2024-10-18,15227.43,14,17,1,FY2021-Q4,True,14,30869.09
22380,CUST-022380,2024-11-30,2025-07-26,2869.15,2,6,29,FY2025-Q1,False,7,5974.18
22381,CUST-022381,2023-08-15,2025-07-08,1499.22,8,12,1,FY2023-Q4,True,13,3200.49
22382,CUST-022382,2025-10-31,2025-12-04,363.60,1,1,1,FY2026-Q1,True,12,1431.39
22383,CUST-022383,2025-07-29,2025-10-25,751.11,3,13,1,FY2025-Q4,True,14,1348.11
22384,CUST-022384,2025-09-14,2025-11-10,1475.92,5,29,2,FY2025-Q4,True,10,2938.69
22385,CUST-022385,2024-12-01,2025-09-02,655.37,3,17,51,FY2025-Q1,True,9,1959.19
22386,CUST-022386,2021-01-25,2021-12-03,1868.48,1,1,1,FY2021-Q2,True,14,3869.13
22387,CUST-022387,2023-12-16,2024-09-29,1198.32,4,11,4,FY2024-Q1,True,6,4243.17
22388,CUST-022388,2022-12-07,2023-12-22,9776.71,8,10,2,FY2023-Q1,True,12,36409.97
22389,CUST-022389,2024-09-30,2025-12-24,396.00,4,5,51,FY2024-Q4,False,7,1411.79
22390,CUST-022390,2020-10-27,2023-03-15,658.50,2,3,1,FY2021-Q1,True,12,1299.09
22391,CUST-022391,2025-11-27,2025-12-13,1984.50,6,3,52,FY2026-Q1,True,8,7138.24
22392,CUST-022392,2025-01-05,2025-12-03,3869.25,10,6,42,FY2025-Q2,False,9,11378.64
22393,CUST-022393,2024-02-26,2025-09-13,5365.17,14,7,48,FY2024-Q2,False,7,15185.78
22394,CUST-022394,2025-11-03,2025-12-05,278.16,1,17,2,FY2026-Q1,True,10,564.88
22395,CUST-022395,2022-07-04,2023-10-04,734.39,2,4,6,FY2022-Q4,True,7,2592.86
22396,CUST-022396,2022-09-19,2025-06-28,1446.80,1,22,18,FY2022-Q4,False,9,6453.82
22397,CUST-022397,2022-07-01,2025-05-14,600.88,3,9,40,FY2022-Q4,True,9,2452.86
22398,CUST-022398,2022-02-16,2023-03-27,6106.39,9,26,46,FY2022-Q2,True,7,13684.83
22399,CUST-022399,2025-11-23,2025-12-24,5075.57,11,1,21,FY2026-Q1,True,8,7491.55
22400,CUST-022400,2025-01-17,2025-01-27,617.96,1,4,1,FY2025-Q2,True,14,1772.32
22401,CUST-022401,2025-08-06,2025-12-08,1045.55,2,32,3,FY2025-Q4,True,9,3874.97
22402,CUST-022402,2019-11-01,2022-09-26,877.63,2,13,1,FY2020-Q1,False,13,2975.12
22403,CUST-022403,2024-09-09,2025-12-24,1526.20,5,15,46,FY2024-Q4,False,7,2184.87
22404,CUST-022404,2021-02-11,2023-06-21,376.86,1,25,10,FY2021-Q2,False,8,457.07
22405,CUST-022405,2020-07-02,2023-11-25,777.21,1,15,23,FY2020-Q4,True,8,2348.25
22406,CUST-022406,2025-04-10,2025-09-13,1127.89,3,9,17,FY2025-Q3,True,9,2376.20
22407,CUST-022407,2025-06-21,2025-07-16,543.52,2,20,48,FY2025-Q3,False,7,2100.38
22408,CUST-022408,2024-06-02,2025-08-23,2423.55,2,19,44,FY2024-Q3,True,7,3706.41
22409,CUST-022409,2021-08-21,2025-01-23,5221.89,11,9,27,FY2021-Q4,False,9,13193.13
22410,CUST-022410,2023-02-23,2025-11-29,890.66,5,23,1,FY2023-Q2,False,14,3119.50
22411,CUST-022411,2024-07-17,2025-10-21,1359.97,5,2,53,FY2024-Q4,False,8,4235.54
22412,CUST-022412,2022-06-23,2023-12-28,2587.73,3,1,48,FY2022-Q3,True,9,9293.43
22413,CUST-022413,2022-07-07,2025-04-29,3072.12,6,5,3,FY2022-Q4,False,8,10246.27
22414,CUST-022414,2020-10-13,2023-07-20,17794.45,12,2,4,FY2021-Q1,False,8,38624.99
22415,CUST-022415,2023-10-04,2025-02-28,5492.14,11,14,2,FY2024-Q1,True,12,22619.37
22416,CUST-022416,2024-01-31,2025-04-09,10729.72,11,6,1,FY2024-Q2,True,14,21123.62
22417,CUST-022417,2023-05-29,2024-01-05,622.71,1,3,36,FY2023-Q3,False,9,787.59
22418,CUST-022418,2025-05-04,2025-11-08,180.31,1,6,2,FY2025-Q3,False,10,575.16
22419,CUST-022419,2023-12-29,2024-02-18,1403.16,4,18,1,FY2024-Q1,False,14,4767.84
22420,CUST-022420,2024-03-10,2024-12-11,2285.93,4,20,1,FY2024-Q2,True,12,7375.23
22421,CUST-022421,2023-09-16,2025-02-25,515.63,2,4,3,FY2023-Q4,True,9,1578.10
22422,CUST-022422,2024-05-23,2025-11-02,3927.42,2,16,7,FY2024-Q3,False,7,12121.53
22423,CUST-022423,2024-05-11,2025-08-03,5436.89,10,18,25,FY2024-Q3,False,9,11805.95
22424,CUST-022424,2024-01-16,2025-10-24,1407.63,1,7,3,FY2024-Q2,False,8,1913.97
22425,CUST-022425,2021-10-19,2022-02-08,705.54,1,29,14,FY2022-Q1,False,7,1065.11
22426,CUST-022426,2025-03-23,2025-08-01,2176.82,5,14,1,FY2025-Q2,True,12,4240.08
22427,CUST-022427,2022-09-05,2024-04-18,548.10,2,5,2,FY2022-Q4,True,10,1927.08
22428,CUST-022428,2021-03-12,2022-06-02,5753.73,4,22,1,FY2021-Q2,True,14,21678.34
22429,CUST-022429,2023-06-23,2025-03-28,682.96,3,21,43,FY2023-Q3,True,8,2411.43
22430,CUST-022430,2022-06-08,2025-12-05,672.19,1,11,55,FY2022-Q3,True,8,1758.55
22431,CUST-022431,2024-08-17,2025-08-17,201.45,1,8,2,FY2024-Q4,True,10,390.11
22432,CUST-022432,2023-10-27,2025-02-01,275.28,1,10,19,FY2024-Q1,False,8,1175.49
22433,CUST-022433,2022-12-29,2023-08-02,2454.68,7,8,1,FY2023-Q1,False,12,6284.04
22434,CUST-022434,2021-10-22,2022-07-27,553.33,1,1,38,FY2022-Q1,False,8,805.42
22435,CUST-022435,2023-09-15,2025-10-01,1215.68,2,19,1,FY2023-Q4,True,14,1681.43
22436,CUST-022436,2021-08-24,2023-09-02,1803.31,3,8,1,FY2021-Q4,True,13,3478.80
22437,CUST-022437,2024-05-19,2025-03-22,6892.72,4,3,17,FY2024-Q3,False,8,15448.20
22438,CUST-022438,2025-07-04,2025-12-09,1224.31,2,1,2,FY2025-Q4,False,12,2481.83
22439,CUST-022439,2023-04-17,2024-10-13,1787.97,2,13,1,FY2023-Q3,False,13,2229.50
22440,CUST-022440,2025-08-30,2025-12-16,1232.44,2,13,29,FY2025-Q4,True,7,1988.49
22441,CUST-022441,2025-09-23,2025-12-08,3085.37,4,8,26,FY2025-Q4,False,8,12313.33
22442,CUST-022442,2021-09-02,2023-11-29,11801.74,7,3,1,FY2021-Q4,True,12,49817.07
22443,CUST-022443,2025-01-06,2025-04-02,535.85,3,8,3,FY2025-Q2,True,10,1853.61
22444,CUST-022444,2025-03-07,2025-05-15,2733.91,6,31,2,FY2025-Q2,True,12,10538.10
22445,CUST-022445,2025-06-14,2025-10-05,1092.32,7,27,6,FY2025-Q3,True,6,1611.90
22446,CUST-022446,2020-09-23,2025-10-04,2393.67,2,19,4,FY2020-Q4,False,7,3840.66
22447,CUST-022447,2025-02-08,2025-08-04,4873.60,6,3,3,FY2025-Q2,False,8,18446.22
22448,CUST-022448,2022-01-10,2025-12-07,302.38,1,5,2,FY2022-Q2,True,11,1181.32
22449,CUST-022449,2021-11-07,2025-06-21,3623.21,8,22,9,FY2022-Q1,False,9,14042.22
22450,CUST-022450,2022-06-28,2024-12-01,6772.77,4,6,3,FY2022-Q3,False,10,20348.89
22451,CUST-022451,2024-04-01,2025-07-07,313.45,3,9,1,FY2024-Q3,True,14,1023.16
22452,CUST-022452,2023-05-18,2024-02-05,1321.98,2,7,3,FY2023-Q3,True,9,4329.80
22453,CUST-022453,2022-09-01,2023-03-23,5905.76,20,4,1,FY2022-Q4,True,13,26248.38
22454,CUST-022454,2024-01-03,2024-10-11,1036.78,1,14,1,FY2024-Q2,True,13,1911.76
22455,CUST-022455,2020-07-24,2025-01-04,797.47,3,2,27,FY2020-Q4,False,9,3113.92
22456,CUST-022456,2024-02-26,2025-11-28,1662.16,2,26,2,FY2024-Q2,True,11,5903.15
22457,CUST-022457,2020-02-14,2024-06-12,4382.09,4,4,12,FY2020-Q2,True,8,13121.72
22458,CUST-022458,2023-06-13,2023-12-16,4602.41,14,16,3,FY2023-Q3,False,9,12762.68
22459,CUST-022459,2024-02-03,2025-09-02,5365.62,9,23,2,FY2024-Q2,True,10,14200.79
22460,CUST-022460,2023-09-04,2025-08-18,2027.18,4,16,1,FY2023-Q4,True,14,3254.66
22461,CUST-022461,2024-04-25,2025-11-10,6337.44,10,6,26,FY2024-Q3,True,8,14876.27
22462,CUST-022462,2024-01-07,2025-08-14,1013.88,3,13,2,FY2024-Q2,True,10,3516.31
22463,CUST-022463,2024-06-15,2025-10-04,3443.80,6,16,2,FY2024-Q3,True,10,9935.00
22464,CUST-022464,2023-11-10,2025-03-26,11561.01,7,9,4,FY2024-Q1,True,7,23283.13
22465,CUST-022465,2024-02-22,2025-03-28,16424.13,8,8,1,FY2024-Q2,True,12,33896.85
22466,CUST-022466,2022-06-01,2024-07-30,327.51,2,1,2,FY2022-Q3,False,11,1028.15
22467,CUST-022467,2022-02-11,2022-07-17,886.80,4,33,1,FY2022-Q2,True,13,1633.47
22468,CUST-022468,2020-11-05,2024-11-11,2436.33,6,21,18,FY2021-Q1,True,9,3367.99
22469,CUST-022469,2023-10-10,2024-03-06,1418.14,5,12,21,FY2024-Q1,True,8,2145.28
22470,CUST-022470,2025-08-17,2025-10-20,330.83,3,5,1,FY2025-Q4,False,12,797.24
22471,CUST-022471,2025-02-06,2025-05-28,1045.86,2,1,6,FY2025-Q2,False,7,2703.24
22472,CUST-022472,2022-05-18,2025-07-22,2758.30,3,14,1,FY2022-Q3,True,12,9065.48
22473,CUST-022473,2024-10-17,2025-11-02,4594.82,8,4,44,FY2025-Q1,False,8,14043.74
22474,CUST-022474,2023-09-28,2025-05-12,918.37,3,19,45,FY2023-Q4,False,9,2096.45
22475,CUST-022475,2024-07-07,2025-01-26,1388.58,3,28,28,FY2024-Q4,False,9,3680.18
22476,CUST-022476,2024-01-29,2025-02-13,2073.47,2,6,2,FY2024-Q2,False,11,3790.49
22477,CUST-022477,2021-02-03,2021-10-14,7232.44,12,18,2,FY2021-Q2,True,11,30354.90
22478,CUST-022478,2025-02-11,2025-03-02,1724.13,5,13,2,FY2025-Q2,True,12,2666.82
22479,CUST-022479,2023-05-12,2025-12-06,5409.98,11,1,2,FY2023-Q3,False,11,13068.36
22480,CUST-022480,2025-05-17,2025-08-24,435.23,1,10,41,FY2025-Q3,False,8,1471.83
22481,CUST-022481,2024-08-29,2025-09-05,129.28,1,6,3,FY2024-Q4,True,8,432.93
22482,CUST-022482,2024-02-20,2025-01-11,132.17,1,1,17,FY2024-Q2,False,7,367.80
22483,CUST-022483,2022-05-07,2025-12-23,4109.85,3,9,2,FY2022-Q3,True,12,5896.85
22484,CUST-022484,2024-04-15,2025-11-09,1600.62,2,26,2,FY2024-Q3,True,11,2047.09
22485,CUST-022485,2024-07-28,2025-08-31,3542.94,6,2,1,FY2024-Q4,False,12,5583.64
22486,CUST-022486,2023-12-22,2025-07-20,662.44,1,7,1,FY2024-Q1,True,14,2410.56
22487,CUST-022487,2024-07-26,2025-09-01,1466.12,2,7,3,FY2024-Q4,True,9,5946.03
22488,CUST-022488,2024-05-01,2024-11-24,729.06,1,22,55,FY2024-Q3,True,9,1840.81
22489,CUST-022489,2024-10-01,2025-03-28,1168.97,1,15,1,FY2025-Q1,True,14,3497.61
22490,CUST-022490,2021-07-14,2025-08-27,4333.98,7,20,1,FY2021-Q4,True,13,8955.37
22491,CUST-022491,2021-03-18,2023-06-17,964.71,2,12,3,FY2021-Q2,False,10,1842.86
22492,CUST-022492,2021-12-20,2023-01-26,5866.08,4,4,2,FY2022-Q1,True,10,13845.10
22493,CUST-022493,2023-11-04,2025-03-20,929.75,1,2,1,FY2024-Q1,True,14,2022.60
22494,CUST-022494,2024-02-21,2025-10-27,710.41,2,1,13,FY2024-Q2,False,9,1511.88
22495,CUST-022495,2024-08-15,2025-06-20,500.72,2,16,49,FY2024-Q4,True,7,2004.78
22496,CUST-022496,2024-03-31,2025-11-08,1073.43,3,10,1,FY2024-Q2,True,14,2544.93
22497,CUST-022497,2025-02-23,2025-05-12,822.69,3,15,18,FY2025-Q2,True,8,3066.66
22498,CUST-022498,2024-06-04,2024-12-14,1410.67,3,13,1,FY2024-Q3,False,13,3279.47
22499,CUST-022499,2024-03-25,2025-05-23,417.85,1,21,2,FY2024-Q2,False,11,1269.65
22500,CUST-022500,2025-06-06,2025-08-14,555.93,3,24,33,FY2025-Q3,True,7,2429.15
22501,CUST-022501,2020-06-17,2024-11-02,1544.29,4,2,1,FY2020-Q3,True,13,1914.63
22502,CUST-022502,2022-05-15,2025-10-28,985.83,1,30,3,FY2022-Q3,True,9,1481.17
22503,CUST-022503,2025-04-03,2025-09-21,413.03,2,10,2,FY2025-Q3,True,11,1825.60
22504,CUST-022504,2025-11-11,2025-12-01,104.13,1,16,1,FY2026-Q1,True,13,258.04
22505,CUST-022505,2021-12-26,2025-02-13,405.74,1,1,7,FY2022-Q1,False,7,1416.14
22506,CUST-022506,2023-03-05,2025-01-10,2706.28,7,2,1,FY2023-Q2,True,14,5349.27
22507,CUST-022507,2022-03-25,2024-01-02,826.97,3,14,3,FY2022-Q2,True,9,2690.41
22508,CUST-022508,2022-09-27,2024-06-12,3183.01,4,13,2,FY2022-Q4,True,11,7773.91
22509,CUST-022509,2025-02-17,2025-12-19,1009.83,2,11,5,FY2025-Q2,False,9,1439.18
22510,CUST-022510,2024-02-15,2025-04-13,1953.76,2,6,2,FY2024-Q2,True,11,8559.69
22511,CUST-022511,2022-06-27,2024-10-05,565.61,2,16,9,FY2022-Q3,True,9,1117.64
22512,CUST-022512,2022-02-24,2025-12-25,273.65,1,22,48,FY2022-Q2,True,7,791.74
22513,CUST-022513,2024-05-17,2025-05-09,697.97,2,4,5,FY2024-Q3,False,8,2821.67
22514,CUST-022514,2021-02-14,2022-03-14,470.73,1,1,2,FY2021-Q2,True,11,934.78
22515,CUST-022515,2024-09-09,2025-11-02,999.86,1,15,5,FY2024-Q4,True,8,3393.38
22516,CUST-022516,2021-10-25,2023-08-23,1134.28,2,9,1,FY2022-Q1,False,12,3124.87
22517,CUST-022517,2022-12-28,2024-12-12,1354.51,1,3,1,FY2023-Q1,False,13,3247.89
22518,CUST-022518,2024-04-15,2025-05-31,588.54,1,5,5,FY2024-Q3,False,10,2111.31
22519,CUST-022519,2020-06-29,2023-02-13,467.12,2,5,7,FY2020-Q3,False,5,1175.63
22520,CUST-022520,2025-01-19,2025-06-14,1184.43,4,20,2,FY2025-Q2,True,10,3577.56
22521,CUST-022521,2022-06-03,2025-06-04,598.15,1,3,25,FY2022-Q3,False,9,2363.73
22522,CUST-022522,2024-02-19,2024-11-24,1232.62,6,23,2,FY2024-Q2,True,10,4460.94
22523,CUST-022523,2024-10-06,2025-11-05,72672.93,30,2,12,FY2025-Q1,False,7,184650.46
22524,CUST-022524,2021-11-24,2025-01-11,370.04,1,6,14,FY2022-Q1,False,9,1348.42
22525,CUST-022525,2023-08-01,2025-01-11,1663.35,5,13,1,FY2023-Q4,True,14,4995.00
22526,CUST-022526,2021-12-05,2025-05-19,532.22,3,5,14,FY2022-Q1,True,9,2270.13
22527,CUST-022527,2025-07-30,2025-08-31,3207.99,5,10,4,FY2025-Q4,False,6,5086.98
22528,CUST-022528,2024-06-02,2025-07-01,3066.10,4,1,1,FY2024-Q3,True,12,12109.12
22529,CUST-022529,2024-03-17,2025-05-31,337.84,1,9,41,FY2024-Q2,True,9,1178.65
22530,CUST-022530,2022-08-23,2024-10-22,2089.43,4,33,41,FY2022-Q4,True,8,7092.05
22531,CUST-022531,2022-10-29,2025-10-27,2566.66,4,1,26,FY2023-Q1,False,7,5070.96
22532,CUST-022532,2020-04-18,2025-03-22,635.81,3,26,20,FY2020-Q3,False,8,2499.87
22533,CUST-022533,2022-10-14,2023-11-27,1926.84,3,13,1,FY2023-Q1,True,14,5399.92
22534,CUST-022534,2023-07-21,2024-10-07,5118.05,4,14,39,FY2023-Q4,False,7,6171.59
22535,CUST-022535,2024-08-24,2025-02-27,2384.05,8,17,3,FY2024-Q4,False,10,6464.21
22536,CUST-022536,2024-06-14,2025-11-08,1587.08,4,18,16,FY2024-Q3,False,9,6993.72
22537,CUST-022537,2022-09-13,2024-11-12,2078.96,3,20,56,FY2022-Q4,True,8,9343.91
22538,CUST-022538,2025-04-12,2025-11-20,3275.00,3,1,3,FY2025-Q3,False,9,14183.91
22539,CUST-022539,2024-04-15,2025-05-30,1874.63,5,16,21,FY2024-Q3,False,8,8243.89
22540,CUST-022540,2021-02-22,2024-12-01,2701.34,3,15,1,FY2021-Q2,True,13,5619.93
22541,CUST-022541,2023-04-12,2025-06-21,384.82,1,4,2,FY2023-Q3,False,12,1272.08
22542,CUST-022542,2024-09-24,2025-01-06,1367.46,3,29,1,FY2024-Q4,True,12,2153.99
22543,CUST-022543,2021-02-10,2025-01-30,729.87,1,2,3,FY2021-Q2,False,10,1508.98
22544,CUST-022544,2024-02-03,2025-06-17,2965.01,3,2,3,FY2024-Q2,False,9,7620.58
